D,L,M,M*L,variant,method,iteration,test_loss_diff,test_loss_diff_std,train_loss_diff,train_loss_diff_std
10,8,128,1024,full_unit_dropout,dropout,189,0.0038602233,0.0019530682,0.016773283,0.017491553
10,8,128,1024,full_unit_dropout,dropout,190,0.0034888387,0.0026864472,0.010672873,0.006834123
10,8,128,1024,full_unit_dropout,dropout,191,0.002504784,0.0016191832,0.012773576,0.016332911
10,8,128,1024,full_unit_dropout,dropout,192,0.0040095868,0.0017416977,0.0076449933,0.006431314
10,8,128,1024,full_unit_dropout,dropout,193,0.006127429,0.0061850124,0.0140552465,0.011877006
10,8,128,1024,full_unit_dropout,dropout,194,0.00525288,0.0025526187,0.014548677,0.009395931
10,8,128,1024,full_unit_dropout,dropout,195,0.006300062,0.0034432854,0.01838111,0.013679387
10,8,128,1024,full_unit_dropout,dropout,196,0.006555599,0.0029021956,0.013581368,0.01266123
10,8,128,1024,full_unit_dropout,dropout,197,0.003337407,0.0019317933,0.016871005,0.014649821
10,8,128,1024,full_unit_dropout,dropout,198,0.0041902005,0.001698484,0.018280009,0.01210637
10,8,128,1024,full_unit_dropout,dropout,199,0.0025949061,0.0014586892,0.017067736,0.0059478767
10,8,128,1024,stochastic_depth,dropout,0,8.940697e-05,0.00011105654,0.002233684,0.0017881194
10,8,128,1024,stochastic_depth,dropout,1,9.82523e-05,7.070016e-05,0.0010271907,0.000747588
10,8,128,1024,stochastic_depth,dropout,2,0.00011562109,5.9826907e-05,0.00062205794,0.00055888935
10,8,128,1024,stochastic_depth,dropout,3,0.00011318922,9.82336e-05,0.0025121928,0.0017790796
10,8,128,1024,stochastic_depth,dropout,4,0.00013449191,8.874017e-05,0.0034261583,0.0025798613
10,8,128,1024,stochastic_depth,dropout,5,0.00017091035,0.00016861658,0.0070092203,0.005570971
10,8,128,1024,stochastic_depth,dropout,6,0.0001954198,0.00019900069,0.0030712127,0.0034757722
10,8,128,1024,stochastic_depth,dropout,7,0.00014249087,0.00012030391,0.004806757,0.0038631777
10,8,128,1024,stochastic_depth,dropout,8,0.00034772157,0.00015539635,0.009772253,0.0022668566
10,8,128,1024,stochastic_depth,dropout,9,0.00045330526,0.00023768615,0.011592555,0.0066180066
10,8,128,1024,stochastic_depth,dropout,10,0.0004692316,0.000291028,0.010790706,0.009276027
10,8,128,1024,stochastic_depth,dropout,11,0.00039645433,0.00024242033,0.01085037,0.006228725
10,8,128,1024,stochastic_depth,dropout,12,0.00038243533,0.00017688962,0.009621715,0.0070507396
10,8,128,1024,stochastic_depth,dropout,13,0.00028887988,0.00017771684,0.011129379,0.005045727
10,8,128,1024,stochastic_depth,dropout,14,0.00027514697,0.00020802165,0.011231208,0.008774319
10,8,128,1024,stochastic_depth,dropout,15,0.0002793908,0.00017763072,0.0071157934,0.0038319435
10,8,128,1024,stochastic_depth,dropout,16,0.0003731966,0.00019287667,0.018376041,0.0046594054
10,8,128,1024,stochastic_depth,dropout,17,0.00034719706,0.0002003548,0.008715642,0.006558528
10,8,128,1024,stochastic_depth,dropout,18,0.00030733348,0.00020748022,0.018488348,0.01051929
10,8,128,1024,stochastic_depth,dropout,19,0.0003739476,0.00019602479,0.012585556,0.0041633826
10,8,128,1024,stochastic_depth,dropout,20,0.00036336185,0.00030705737,0.025552904,0.013897073
10,8,128,1024,stochastic_depth,dropout,21,0.00057877303,0.0004091037,0.011047673,0.006720541
10,8,128,1024,stochastic_depth,dropout,22,0.00086671114,0.00046506076,0.019457484,0.021101063
10,8,128,1024,stochastic_depth,dropout,23,0.0010010123,0.0007132242,0.015693069,0.013249428
10,8,128,1024,stochastic_depth,dropout,24,0.0012975693,0.0008220622,0.022942126,0.0076416857
10,8,128,1024,stochastic_depth,dropout,25,0.0015936851,0.0009694902,0.018199682,0.018229654
10,8,128,1024,stochastic_depth,dropout,26,0.0020369054,0.0010705852,0.026427757,0.013550759
10,8,128,1024,stochastic_depth,dropout,27,0.0028036474,0.0012447356,0.025111843,0.021473337
10,8,128,1024,stochastic_depth,dropout,28,0.0035025836,0.0017299656,0.016832614,0.016654309
10,8,128,1024,stochastic_depth,dropout,29,0.004008067,0.0022211643,0.021676874,0.014984934
10,8,128,1024,stochastic_depth,dropout,30,0.0049892785,0.0021498024,0.025547827,0.017665144
10,8,128,1024,stochastic_depth,dropout,31,0.0063738464,0.002549868,0.03015256,0.013804541
10,8,128,1024,stochastic_depth,dropout,32,0.007316804,0.0032833829,0.048307896,0.031973995
10,8,128,1024,stochastic_depth,dropout,33,0.010551321,0.004243212,0.055376373,0.027331764
10,8,128,1024,stochastic_depth,dropout,34,0.013541734,0.0047200546,0.025142837,0.017915921
10,8,128,1024,stochastic_depth,dropout,35,0.017022515,0.005303554,0.049939226,0.030801388
10,8,128,1024,stochastic_depth,dropout,36,0.0199867,0.0054500834,0.066194825,0.05178792
10,8,128,1024,stochastic_depth,dropout,37,0.024420649,0.005697377,0.01903348,0.004928746
10,8,128,1024,stochastic_depth,dropout,38,0.029551113,0.0058619417,0.055768885,0.046371564
10,8,128,1024,stochastic_depth,dropout,39,0.033985913,0.006853295,0.06011929,0.03468501
10,8,128,1024,stochastic_depth,dropout,40,0.03690644,0.009636493,0.12651901,0.05119007
10,8,128,1024,stochastic_depth,dropout,41,0.041711725,0.010375902,0.04642842,0.047389433
10,8,128,1024,stochastic_depth,dropout,42,0.04394833,0.012761668,0.033179015,0.018929813
10,8,128,1024,stochastic_depth,dropout,43,0.04354491,0.012754606,0.08199927,0.06716068
10,8,128,1024,stochastic_depth,dropout,44,0.047161203,0.016739635,0.15751204,0.07007055
10,8,128,1024,stochastic_depth,dropout,45,0.044439923,0.015885318,0.05903127,0.08316681
10,8,128,1024,stochastic_depth,dropout,46,0.047561716,0.015935337,0.11432558,0.11349833
10,8,128,1024,stochastic_depth,dropout,47,0.04980039,0.01071274,0.031632043,0.020821992
10,8,128,1024,stochastic_depth,dropout,48,0.046637826,0.019011699,0.0847788,0.06855719
10,8,128,1024,stochastic_depth,dropout,49,0.03752327,0.015153954,0.09794628,0.0755026
10,8,128,1024,stochastic_depth,dropout,50,0.031469293,0.011790465,0.091740355,0.06592265
10,8,128,1024,stochastic_depth,dropout,51,0.028842568,0.008817435,0.074618444,0.0591993
10,8,128,1024,stochastic_depth,dropout,52,0.040376328,0.025317624,0.109197296,0.11984917
10,8,128,1024,stochastic_depth,dropout,53,0.03707391,0.017135821,0.07970312,0.05448555
10,8,128,1024,stochastic_depth,dropout,54,0.035399057,0.012061068,0.14526545,0.14994681
10,8,128,1024,stochastic_depth,dropout,55,0.02973327,0.013299685,0.056633472,0.06539121
10,8,128,1024,stochastic_depth,dropout,56,0.024812818,0.011651769,0.07934563,0.04585484
10,8,128,1024,stochastic_depth,dropout,57,0.019622516,0.013922693,0.06406655,0.07053027
10,8,128,1024,stochastic_depth,dropout,58,0.02023008,0.007894808,0.12802336,0.04571861
10,8,128,1024,stochastic_depth,dropout,59,0.015148168,0.0073614563,0.079499155,0.07178777
10,8,128,1024,stochastic_depth,dropout,60,0.026205396,0.021851785,0.025262374,0.01936594
10,8,128,1024,stochastic_depth,dropout,61,0.029656326,0.019911721,0.05342809,0.047554187
10,8,128,1024,stochastic_depth,dropout,62,0.02936877,0.018342558,0.11889676,0.139867
10,8,128,1024,stochastic_depth,dropout,63,0.01780256,0.008127641,0.053565156,0.0490487
10,8,128,1024,stochastic_depth,dropout,64,0.010442096,0.007280069,0.06455158,0.025456829
10,8,128,1024,stochastic_depth,dropout,65,0.009964967,0.006844939,0.12782277,0.08815906
10,8,128,1024,stochastic_depth,dropout,66,0.010442978,0.006494874,0.022176627,0.032686364
10,8,128,1024,stochastic_depth,dropout,67,0.0106538115,0.0046003144,0.08295648,0.10635583
10,8,128,1024,stochastic_depth,dropout,68,0.010993928,0.0033114275,0.09405516,0.06780749
10,8,128,1024,stochastic_depth,dropout,69,0.015314549,0.00662684,0.05720704,0.044188242
10,8,128,1024,stochastic_depth,dropout,70,0.012702567,0.004563948,0.037167758,0.032354236
10,8,128,1024,stochastic_depth,dropout,71,0.018052941,0.011232457,0.13540044,0.096011944
10,8,128,1024,stochastic_depth,dropout,72,0.005388749,0.003220286,0.04116891,0.021794869
10,8,128,1024,stochastic_depth,dropout,73,0.014611697,0.013122977,0.05755713,0.022819998
10,8,128,1024,stochastic_depth,dropout,74,0.027222019,0.0343849,0.1394865,0.14049797
10,8,128,1024,stochastic_depth,dropout,75,0.029086405,0.04281816,0.082117155,0.111122005
10,8,128,1024,stochastic_depth,dropout,76,0.023863513,0.024664639,0.1672689,0.1643524
10,8,128,1024,stochastic_depth,dropout,77,0.012942702,0.006698856,0.1294271,0.09327773
10,8,128,1024,stochastic_depth,dropout,78,0.016373646,0.011220973,0.06908115,0.057861593
10,8,128,1024,stochastic_depth,dropout,79,0.037038792,0.05521953,0.08189334,0.06864848
10,8,128,1024,stochastic_depth,dropout,80,0.009235537,0.0055414625,0.1127762,0.058846354
10,8,128,1024,stochastic_depth,dropout,81,0.009649074,0.009182243,0.081979804,0.048124284
10,8,128,1024,stochastic_depth,dropout,82,0.013274575,0.015714858,0.08061976,0.04582991
10,8,128,1024,stochastic_depth,dropout,83,0.008730566,0.004794482,0.08985902,0.08395662
10,8,128,1024,stochastic_depth,dropout,84,0.0073200464,0.0034808735,0.113162376,0.12155683
10,8,128,1024,stochastic_depth,dropout,85,0.0044710636,0.003229361,0.09584601,0.08892371
10,8,128,1024,stochastic_depth,dropout,86,0.004202199,0.0038804254,0.06548689,0.08271114
10,8,128,1024,stochastic_depth,dropout,87,0.040804755,0.044710297,0.09805797,0.050528094
10,8,128,1024,stochastic_depth,dropout,88,0.031896383,0.035309546,0.08276868,0.051823616
10,8,128,1024,stochastic_depth,dropout,89,0.026273001,0.026960261,0.0034201026,0.0011536018
10,8,128,1024,stochastic_depth,dropout,90,0.023033906,0.024581624,0.018251847,0.017939085
10,8,128,1024,stochastic_depth,dropout,91,0.012863809,0.007928576,0.104168914,0.05681339
10,8,128,1024,stochastic_depth,dropout,92,0.009010613,0.0066260006,0.07058094,0.08702878
10,8,128,1024,stochastic_depth,dropout,93,0.007458961,0.004979245,0.13509841,0.11659139
10,8,128,1024,stochastic_depth,dropout,94,0.007901502,0.0065592853,0.070800245,0.075850435
10,8,128,1024,stochastic_depth,dropout,95,0.005902237,0.004054604,0.074106775,0.049577434
10,8,128,1024,stochastic_depth,dropout,96,0.013767672,0.012812451,0.06803097,0.0493019
10,8,128,1024,stochastic_depth,dropout,97,0.014295137,0.010169195,0.07112918,0.04838401
10,8,128,1024,stochastic_depth,dropout,98,0.010305399,0.0089981165,0.1078019,0.10084011
10,8,128,1024,stochastic_depth,dropout,99,0.011349273,0.0053475965,0.058666468,0.022980653
10,8,128,1024,stochastic_depth,dropout,100,0.008071524,0.003313279,0.04158937,0.012359804
10,8,128,1024,stochastic_depth,dropout,101,0.00585894,0.0041559404,0.09978151,0.09983714
10,8,128,1024,stochastic_depth,dropout,102,0.0063022077,0.006366847,0.050477464,0.030946063
10,8,128,1024,stochastic_depth,dropout,103,0.011564511,0.006050838,0.04687345,0.014448082
10,8,128,1024,stochastic_depth,dropout,104,0.0059229075,0.0045600617,0.042291176,0.034800306
10,8,128,1024,stochastic_depth,dropout,105,0.006941992,0.0057463073,0.03900482,0.03856859
10,8,128,1024,stochastic_depth,dropout,106,0.0074607073,0.0075111133,0.049975626,0.046117388
10,8,128,1024,stochastic_depth,dropout,107,0.006671387,0.0049517085,0.10264939,0.08561508
10,8,128,1024,stochastic_depth,dropout,108,0.0076812147,0.0058313203,0.022819778,0.012806674
10,8,128,1024,stochastic_depth,dropout,109,0.006704795,0.0047829146,0.033515994,0.01589884
10,8,128,1024,stochastic_depth,dropout,110,0.004905015,0.003165813,0.11250539,0.1217186
10,8,128,1024,stochastic_depth,dropout,111,0.0102837505,0.0068176673,0.036236785,0.025831982
10,8,128,1024,stochastic_depth,dropout,112,0.014722985,0.008612243,0.0486157,0.03765394
10,8,128,1024,stochastic_depth,dropout,113,0.013286447,0.010326224,0.053259928,0.043636482
10,8,128,1024,stochastic_depth,dropout,114,0.007801831,0.008911198,0.13669088,0.13285221
10,8,128,1024,stochastic_depth,dropout,115,0.0067312717,0.005865448,0.06796823,0.052341618
10,8,128,1024,stochastic_depth,dropout,116,0.0055971444,0.0025868062,0.10600822,0.053654563
10,8,128,1024,stochastic_depth,dropout,117,0.0066660405,0.0042678467,0.05494044,0.047745418
10,8,128,1024,stochastic_depth,dropout,118,0.0055726646,0.004584344,0.12657091,0.07557864
10,8,128,1024,stochastic_depth,dropout,119,0.00953424,0.00539072,0.030348957,0.017420163
10,8,128,1024,stochastic_depth,dropout,120,0.012292504,0.006888547,0.037936717,0.023643862
10,8,128,1024,stochastic_depth,dropout,121,0.011973644,0.006056652,0.00982787,0.004323786
10,8,128,1024,stochastic_depth,dropout,122,0.01071645,0.0066254074,0.069717936,0.09676506
10,8,128,1024,stochastic_depth,dropout,123,0.011614484,0.010209912,0.035086107,0.014427518
10,8,128,1024,stochastic_depth,dropout,124,0.010901833,0.005832047,0.065861106,0.065902986
10,8,128,1024,stochastic_depth,dropout,125,0.010172647,0.0063192053,0.065370895,0.051066734
10,8,128,1024,stochastic_depth,dropout,126,0.0067097903,0.0058687977,0.07541882,0.06096666
10,8,128,1024,stochastic_depth,dropout,127,0.0066444753,0.0014509734,0.034492362,0.024537265
10,8,128,1024,stochastic_depth,dropout,128,0.0074972035,0.0045982166,0.027423397,0.019408572
10,8,128,1024,stochastic_depth,dropout,129,0.0058217347,0.003176371,0.08667986,0.11497097
10,8,128,1024,stochastic_depth,dropout,130,0.015479272,0.015524949,0.06095271,0.05741756
10,8,128,1024,stochastic_depth,dropout,131,0.0068694414,0.005729562,0.079089366,0.09605515
10,8,128,1024,stochastic_depth,dropout,132,0.0075890003,0.00617474,0.09440108,0.14411002
10,8,128,1024,stochastic_depth,dropout,133,0.0056718946,0.0036058896,0.038133845,0.047142155
10,8,128,1024,stochastic_depth,dropout,134,0.004589754,0.0028949722,0.028065246,0.018751578
10,8,128,1024,stochastic_depth,dropout,135,0.0072635473,0.007924884,0.041018944,0.018963145
10,8,128,1024,stochastic_depth,dropout,136,0.019543082,0.019499015,0.016958082,0.015883617
10,8,128,1024,stochastic_depth,dropout,137,0.009331441,0.0036483016,0.076864175,0.07079662
10,8,128,1024,stochastic_depth,dropout,138,0.008320945,0.0046540024,0.020362357,0.026517125
10,8,128,1024,stochastic_depth,dropout,139,0.0056364713,0.003363787,0.14210975,0.1860332
10,8,128,1024,stochastic_depth,dropout,140,0.009919167,0.0101430295,0.040025413,0.027645215
10,8,128,1024,stochastic_depth,dropout,141,0.008744633,0.009132127,0.08076698,0.07836964
10,8,128,1024,stochastic_depth,dropout,142,0.002291286,0.002328996,0.08495289,0.052462135
10,8,128,1024,stochastic_depth,dropout,143,0.0054999413,0.00994358,0.0666316,0.066877134
10,8,128,1024,stochastic_depth,dropout,144,0.0017974317,0.0015276402,0.04065122,0.048106454
10,8,128,1024,stochastic_depth,dropout,145,0.0077454387,0.0060762567,0.039225433,0.037319425
10,8,128,1024,stochastic_depth,dropout,146,0.0047013224,0.004042536,0.02056042,0.011596176
10,8,128,1024,stochastic_depth,dropout,147,0.006065124,0.0073158536,0.04610927,0.024439247
10,8,128,1024,stochastic_depth,dropout,148,0.009305936,0.0062987194,0.08777908,0.073109806
10,8,128,1024,stochastic_depth,dropout,149,0.0068734465,0.004825836,0.06573807,0.06574421
10,8,128,1024,stochastic_depth,dropout,150,0.009716159,0.014990098,0.048944246,0.020759529
10,8,128,1024,stochastic_depth,dropout,151,0.0069734454,0.006578151,0.0998259,0.054077383
10,8,128,1024,stochastic_depth,dropout,152,0.009698296,0.008041464,0.04319889,0.043521084
10,8,128,1024,stochastic_depth,dropout,153,0.011227876,0.009121147,0.034048125,0.028681122
10,8,128,1024,stochastic_depth,dropout,154,0.011438382,0.008196798,0.10498998,0.07589622
10,8,128,1024,stochastic_depth,dropout,155,0.010737956,0.0071690506,0.04242047,0.04523828
10,8,128,1024,stochastic_depth,dropout,156,0.0052197813,0.0030154665,0.05470988,0.03336593
10,8,128,1024,stochastic_depth,dropout,157,0.0057834266,0.0055625495,0.031147111,0.029757788
10,8,128,1024,stochastic_depth,dropout,158,0.00715428,0.003908743,0.06369698,0.09961233
10,8,128,1024,stochastic_depth,dropout,159,0.0072200894,0.004399219,0.054802857,0.05863566
10,8,128,1024,stochastic_depth,dropout,160,0.013075012,0.007289183,0.015332883,0.010605402
10,8,128,1024,stochastic_depth,dropout,161,0.009697026,0.0024480626,0.023279887,0.033017687
10,8,128,1024,stochastic_depth,dropout,162,0.009100336,0.0041227033,0.039255887,0.026013773
10,8,128,1024,stochastic_depth,dropout,163,0.0075480104,0.005818281,0.042414777,0.033689752
10,8,128,1024,stochastic_depth,dropout,164,0.006401402,0.0075709103,0.046899408,0.023875078
10,8,128,1024,stochastic_depth,dropout,165,0.0069610057,0.008649894,0.030769214,0.017768912
10,8,128,1024,stochastic_depth,dropout,166,0.0092404485,0.011709361,0.059813954,0.03319372
10,8,128,1024,stochastic_depth,dropout,167,0.006421262,0.008102574,0.066157416,0.059022952
10,8,128,1024,stochastic_depth,dropout,168,0.00829345,0.006538138,0.04562471,0.03213855
10,8,128,1024,stochastic_depth,dropout,169,0.0036096512,0.0020540762,0.052192193,0.03230333
10,8,128,1024,stochastic_depth,dropout,170,0.0033949197,0.0017275843,0.06540891,0.03816023
10,8,128,1024,stochastic_depth,dropout,171,0.0037773072,0.0013977089,0.029338434,0.01706009
10,8,128,1024,stochastic_depth,dropout,172,0.0033731342,0.0015770481,0.05211532,0.04246681
10,8,128,1024,stochastic_depth,dropout,173,0.0047369124,0.004327408,0.026352769,0.012929242
10,8,128,1024,stochastic_depth,dropout,174,0.0064441203,0.00484873,0.074135974,0.10803417
10,8,128,1024,stochastic_depth,dropout,175,0.005333853,0.002851765,0.048717976,0.045990285
10,8,128,1024,stochastic_depth,dropout,176,0.0020816803,0.0017111868,0.08086269,0.13285814
10,8,128,1024,stochastic_depth,dropout,177,0.0022333085,0.0022785077,0.035109498,0.02690568
10,8,128,1024,stochastic_depth,dropout,178,0.0037605106,0.003347266,0.05428014,0.05085342
10,8,128,1024,stochastic_depth,dropout,179,0.0032924353,0.001513283,0.022165364,0.013674648
10,8,128,1024,stochastic_depth,dropout,180,0.0036206127,0.0021314665,0.08826503,0.07383664
10,8,128,1024,stochastic_depth,dropout,181,0.005142653,0.0062219296,0.051029854,0.036190756
10,8,128,1024,stochastic_depth,dropout,182,0.008679723,0.008670471,0.05443033,0.05598338
10,8,128,1024,stochastic_depth,dropout,183,0.009650821,0.0068978476,0.03633029,0.032610126
10,8,128,1024,stochastic_depth,dropout,184,0.012513054,0.0072824326,0.032245588,0.022157302
10,8,128,1024,stochastic_depth,dropout,185,0.010886115,0.0027026779,0.036530703,0.02076561
10,8,128,1024,stochastic_depth,dropout,186,0.013810813,0.008384353,0.03465616,0.03721975
10,8,128,1024,stochastic_depth,dropout,187,0.015694749,0.008357206,0.0694459,0.07204248
10,8,128,1024,stochastic_depth,dropout,188,0.0126553895,0.009733141,0.033761226,0.020327758
10,8,128,1024,stochastic_depth,dropout,189,0.0063923476,0.004327966,0.06843154,0.036827926
10,8,128,1024,stochastic_depth,dropout,190,0.010297668,0.006783772,0.03017199,0.019988379
10,8,128,1024,stochastic_depth,dropout,191,0.01857723,0.018991036,0.04473225,0.045406327
10,8,128,1024,stochastic_depth,dropout,192,0.010827243,0.009215501,0.027660156,0.018589806
10,8,128,1024,stochastic_depth,dropout,193,0.008771211,0.008283904,0.03629891,0.022589434
10,8,128,1024,stochastic_depth,dropout,194,0.010199523,0.011022015,0.033306975,0.017951585
10,8,128,1024,stochastic_depth,dropout,195,0.007134789,0.005465881,0.042692326,0.021190848
10,8,128,1024,stochastic_depth,dropout,196,0.004990178,0.0038774048,0.0780326,0.0441452
10,8,128,1024,stochastic_depth,dropout,197,0.0044305623,0.0011052095,0.018981332,0.01905827
10,8,128,1024,stochastic_depth,dropout,198,0.0027784884,0.0010896443,0.036163874,0.017344778
10,8,128,1024,stochastic_depth,dropout,199,0.0055438816,0.0028917303,0.022902895,0.025167616
10,8,128,1024,single_source_M,dropout,0,8.591414e-05,4.7957776e-05,0.0024271845,0.0011444095
10,8,128,1024,single_source_M,dropout,1,6.1035156e-05,4.0406867e-05,0.0028186918,0.0017892931
10,8,128,1024,single_source_M,dropout,2,5.348921e-05,3.175127e-05,0.0016538262,0.0014642207
10,8,128,1024,single_source_M,dropout,3,7.244349e-05,4.0394003e-05,0.0012988448,0.0008941593
10,8,128,1024,single_source_M,dropout,4,0.000112509726,9.559932e-05,0.0020112277,0.001195002
10,8,128,1024,single_source_M,dropout,5,8.209944e-05,4.673507e-05,0.0023553013,0.0017041393
10,8,128,1024,single_source_M,dropout,6,0.000101327896,4.6845686e-05,0.002145052,0.0012150398
10,8,128,1024,single_source_M,dropout,7,0.00016430617,6.446724e-05,0.0044152616,0.0028092708
10,8,128,1024,single_source_M,dropout,8,7.102489e-05,5.3159172e-05,0.0027020336,0.0015184701
10,8,128,1024,single_source_M,dropout,9,8.918047e-05,6.1008806e-05,0.0030326247,0.0024894844
10,8,128,1024,single_source_M,dropout,10,9.691715e-05,3.8834114e-05,0.0025803088,0.0016598736
10,8,128,1024,single_source_M,dropout,11,0.00015149117,8.510124e-06,0.0037142516,0.002065392
10,8,128,1024,single_source_M,dropout,12,0.00022946596,8.502805e-05,0.002706313,0.003181361
10,8,128,1024,single_source_M,dropout,13,0.00025578737,7.506555e-05,0.004559708,0.0014850298
10,8,128,1024,single_source_M,dropout,14,0.0002711177,0.000118864846,0.004737365,0.0019545497
10,8,128,1024,single_source_M,dropout,15,0.00024331808,0.00012159327,0.0025939345,0.0025702138
10,8,128,1024,single_source_M,dropout,16,0.000246346,0.00013115781,0.0035208345,0.0019889646
10,8,128,1024,single_source_M,dropout,17,0.00023257732,0.00014094147,0.0049618958,0.0031965263
10,8,128,1024,single_source_M,dropout,18,0.00023941994,0.00014378197,0.003538215,0.0020541276
10,8,128,1024,single_source_M,dropout,19,0.00020335913,0.0001689743,0.003877425,0.003953726
10,8,128,1024,single_source_M,dropout,20,0.00026077032,0.00016964578,0.0048987987,0.0033837822
10,8,128,1024,single_source_M,dropout,21,0.0002600789,9.672972e-05,0.0028519034,0.003333097
10,8,128,1024,single_source_M,dropout,22,0.0002800584,0.00017518728,0.005561364,0.0035655007
10,8,128,1024,single_source_M,dropout,23,0.00025365353,0.00011412792,0.0055654882,0.002995799
10,8,128,1024,single_source_M,dropout,24,0.00026324988,0.00019341541,0.0073970794,0.0029446909
10,8,128,1024,single_source_M,dropout,25,0.00022828579,0.0001307794,0.007191241,0.0037581867
10,8,128,1024,single_source_M,dropout,26,0.00041714907,0.00015015308,0.0074064494,0.0037853788
10,8,128,1024,single_source_M,dropout,27,0.000490737,0.000235413,0.010533953,0.0075929337
10,8,128,1024,single_source_M,dropout,28,0.00030225515,0.00010676822,0.01143558,0.011011253
10,8,128,1024,single_source_M,dropout,29,0.00016348362,0.00016629693,0.00729934,0.006347284
10,8,128,1024,single_source_M,dropout,30,0.00016320944,9.225581e-05,0.005965817,0.0033420755
10,8,128,1024,single_source_M,dropout,31,0.00013279915,0.00019938346,0.0039631845,0.0028489102
10,8,128,1024,single_source_M,dropout,32,0.0004195571,0.00028024768,0.00877291,0.0047546257
10,8,128,1024,single_source_M,dropout,33,0.0006318331,0.000573227,0.011215901,0.008424146
10,8,128,1024,single_source_M,dropout,34,0.0008270264,0.0005560762,0.018308258,0.005264106
10,8,128,1024,single_source_M,dropout,35,0.0008120537,0.0008477467,0.018902922,0.0076979822
10,8,128,1024,single_source_M,dropout,36,0.0011787533,0.0010721823,0.017540336,0.011230098
10,8,128,1024,single_source_M,dropout,37,0.0011850953,0.0010513825,0.023307478,0.016812377
10,8,128,1024,single_source_M,dropout,38,0.0010622025,0.0009773672,0.0077170967,0.0049646203
10,8,128,1024,single_source_M,dropout,39,0.001110506,0.0013294831,0.021326393,0.018213874
10,8,128,1024,single_source_M,dropout,40,0.0006680071,0.00065445434,0.02306657,0.012844424
10,8,128,1024,single_source_M,dropout,41,0.0009783029,0.0005365163,0.019159388,0.010774649
10,8,128,1024,single_source_M,dropout,42,0.001715815,0.0006093873,0.009801507,0.008939954
10,8,128,1024,single_source_M,dropout,43,0.0016372263,0.00072819146,0.009607208,0.009285112
10,8,128,1024,single_source_M,dropout,44,0.0013999582,0.0013551533,0.02088802,0.009864066
10,8,128,1024,single_source_M,dropout,45,0.0032019913,0.0021499253,0.01428926,0.0117301885
10,8,128,1024,single_source_M,dropout,46,0.0034495294,0.0035428877,0.016713977,0.022509342
10,8,128,1024,single_source_M,dropout,47,0.004136461,0.0025989688,0.012568533,0.008196709
10,8,128,1024,single_source_M,dropout,48,0.0028422594,0.0032730072,0.013679201,0.012810343
10,8,128,1024,single_source_M,dropout,49,0.0030997633,0.0020899933,0.010701204,0.0063752015
10,8,128,1024,single_source_M,dropout,50,0.0030214489,0.0021583342,0.024106447,0.009611025
10,8,128,1024,single_source_M,dropout,51,0.0029595792,0.0011698267,0.018333828,0.017837865
10,8,128,1024,single_source_M,dropout,52,0.0034055114,0.001909885,0.017630707,0.01259784
10,8,128,1024,single_source_M,dropout,53,0.0032104016,0.0014483542,0.01373524,0.010030647
10,8,128,1024,single_source_M,dropout,54,0.002109301,0.0018353637,0.010427291,0.008679375
10,8,128,1024,single_source_M,dropout,55,0.0025475621,0.0017821873,0.01196121,0.013709432
10,8,128,1024,single_source_M,dropout,56,0.0016919195,0.00083901617,0.012184203,0.007937287
10,8,128,1024,single_source_M,dropout,57,0.0041000545,0.0020382835,0.01500681,0.008107026
10,8,128,1024,single_source_M,dropout,58,0.0031847537,0.0018464595,0.009506619,0.009519006
10,8,128,1024,single_source_M,dropout,59,0.0029113651,0.002274457,0.0031936467,0.0029159705
10,8,128,1024,single_source_M,dropout,60,0.013585311,0.019912343,0.04190103,0.07154174
10,8,128,1024,single_source_M,dropout,61,0.008099318,0.007844556,0.024198437,0.018710304
10,8,128,1024,single_source_M,dropout,62,0.0036653518,0.0031998693,0.028563146,0.02842965
10,8,128,1024,single_source_M,dropout,63,0.0032682598,0.001825766,0.024989624,0.029627435
10,8,128,1024,single_source_M,dropout,64,0.0019151032,0.001553147,0.010844624,0.006922726
10,8,128,1024,single_source_M,dropout,65,0.0017609358,0.00073534844,0.022396961,0.016164524
10,8,128,1024,single_source_M,dropout,66,0.0041718422,0.00464057,0.007404345,0.005392646
10,8,128,1024,single_source_M,dropout,67,0.0037487864,0.0029255038,0.014791521,0.009834349
10,8,128,1024,single_source_M,dropout,68,0.0022255778,0.0008360503,0.033099778,0.02516983
10,8,128,1024,single_source_M,dropout,69,0.0031874955,0.0024784508,0.009148395,0.005674801
10,8,128,1024,single_source_M,dropout,70,0.005793953,0.0038112234,0.014185202,0.01843794
10,8,128,1024,single_source_M,dropout,71,0.004999018,0.00289088,0.034036454,0.010120494
10,8,128,1024,single_source_M,dropout,72,0.002951193,0.002445792,0.028309446,0.02366567
10,8,128,1024,single_source_M,dropout,73,0.008527672,0.0044782776,0.017258579,0.007290325
10,8,128,1024,single_source_M,dropout,74,0.0012340366,0.000774161,0.012595886,0.011804154
10,8,128,1024,single_source_M,dropout,75,0.0041387677,0.0032281913,0.016327152,0.01164289
10,8,128,1024,single_source_M,dropout,76,0.0037787557,0.0039041392,0.0302747,0.01876618
10,8,128,1024,single_source_M,dropout,77,0.0023169457,0.0022660936,0.003074518,0.0031766125
10,8,128,1024,single_source_M,dropout,78,0.0032983006,0.0021772683,0.0068178535,0.005392164
